,Date,Open,High,Low,Close,Volume,Week,Quarter,Month Name,Day Name,Day,Month
505,2020-12-29,222.35,223.214,219.659,220.205,17713529.654618,53,4,December,Tuesday,29,12
504,2020-12-30,221.277,221.674,217.595,217.802,20633812.959269,53,4,December,Wednesday,30,12
503,2020-12-31,217.822,219.104,215.838,218.528,21315552.121483,53,4,December,Thursday,31,12
502,2021-01-04,218.637,219.104,211.052,213.881,37792207.390195,1,1,January,Monday,4,1
501,2021-01-05,213.464,214.686,211.916,214.08,24247740.555895,1,1,January,Tuesday,5,1
500,2021-01-06,208.461,212.7,208.233,208.53,36571332.757324,1,1,January,Wednesday,6,1
499,2021-01-07,210.287,215.5,209.96,214.458,28188301.237184,1,1,January,Thursday,7,1
498,2021-01-08,214.845,216.711,213.236,215.778,23365538.106672,1,1,January,Friday,8,1
497,2021-01-11,214.636,215.073,212.939,213.683,23457980.900368,2,1,January,Monday,11,1
496,2021-01-12,212.71,213.306,209.572,211.171,23663895.626776,2,1,January,Tuesday,12,1
495,2021-01-13,210.267,212.969,210.179,212.552,20445253.794734,2,1,January,Wednesday,13,1
494,2021-01-14,212.124,213.653,209.007,209.275,29870018.920386,2,1,January,Thursday,14,1
493,2021-01-15,209.771,210.754,208.322,208.917,32312585.096208,2,1,January,Friday,15,1
492,2021-01-19,209.999,213.186,208.897,212.65,31024365.242458,3,1,January,Tuesday,19,1
491,2021-01-20,213.891,221.834,213.494,220.394,38450868.590827,3,1,January,Wednesday,20,1
490,2021-01-21,220.751,222.34,218.528,221.02,31297848.807547,3,1,January,Thursday,21,1
489,2021-01-22,223.114,226.033,221.844,221.991,30710672.779001,3,1,January,Friday,22,1
488,2021-01-25,225.09,225.745,220.274,225.497,33743230.351647,4,1,January,Monday,25,1
487,2021-01-26,227.81,230.073,226.043,228.267,50046344.103646,4,1,January,Tuesday,26,1
486,2021-01-27,233.826,236.228,226.103,228.812,71116503.891006,4,1,January,Wednesday,27,1
485,2021-01-28,231.483,238.383,230.966,234.749,49986860.760912,4,1,January,Thursday,28,1
484,2021-01-29,231.86,233.846,227.303,227.91,43261012.424813,4,1,January,Friday,29,1
483,2021-02-01,230.936,238.244,228.365,235.454,33908218.991059,5,1,February,Monday,1,2
482,2021-02-02,237.082,238.055,234.511,235.315,26378451.560475,5,1,February,Tuesday,2,2
481,2021-02-03,235.375,240.804,235.068,238.74,27642362.54744,5,1,February,Wednesday,3,2
480,2021-02-04,238.403,238.979,236.158,237.758,25747154.329307,5,1,February,Thursday,4,2
479,2021-02-05,237.975,239.018,236.208,237.946,18376687.386196,5,1,February,Friday,5,2
478,2021-02-08,238.889,239.415,236.595,238.214,22607991.502144,6,1,February,Monday,8,2
477,2021-02-09,237.628,240.477,237.162,239.504,23985140.731145,6,1,February,Tuesday,9,2
476,2021-02-10,240.717,241.6,236.675,238.562,22582316.753649,6,1,February,Wednesday,10,2
475,2021-02-11,240.497,240.864,237.897,240.21,16031915.722018,6,1,February,Thursday,11,2
474,2021-02-12,239.664,241.004,238.472,240.707,16856379.450279,6,1,February,Friday,12,2
473,2021-02-16,240.717,241.808,238.66,239.435,27205083.978505,7,1,February,Tuesday,16,2
472,2021-02-17,237.638,240.587,237.261,240.477,22008872.066916,7,1,February,Wednesday,17,2
471,2021-02-18,238.105,240.21,237.192,240.08,17187775.997049,7,1,February,Thursday,18,2
470,2021-02-19,240.041,240.15,236.516,237.291,25653971.179373,7,1,February,Friday,19,2
469,2021-02-22,233.796,234.303,228.852,230.926,37011576.78036,8,1,February,Monday,22,2
468,2021-02-23,226.807,231.245,225.239,229.716,30639033.491943,8,1,February,Tuesday,23,2
467,2021-02-24,226.5,231.612,225.497,230.966,26747804.710988,8,1,February,Wednesday,24,2
466,2021-02-25,228.545,230.996,224.415,225.487,40154827.179785,8,1,February,Thursday,25,2
465,2021-02-26,227.998,231.781,226.033,228.832,38405127.670067,8,1,February,Friday,26,2
464,2021-03-01,232.307,233.846,229.597,233.319,25725296.192762,9,1,March,Monday,1,3
463,2021-03-02,233.389,233.677,229.885,230.292,23165872.591283,9,1,March,Tuesday,2,3
462,2021-03-03,228.614,230.014,223.799,224.096,34556716.661841,9,1,March,Wednesday,3,3
461,2021-03-04,223.273,228.942,220.831,223.273,45420715.17529,9,1,March,Thursday,4,3
460,2021-03-05,226.013,229.716,223.015,228.068,42521468.060668,9,1,March,Friday,5,3
459,2021-03-08,227.85,229.815,223.67,223.928,35813809.320407,10,1,March,Monday,8,3
458,2021-03-09,229.329,231.791,228.137,230.202,33593019.625655,10,1,March,Tuesday,9,3
457,2021-03-10,233.379,233.379,228.505,228.872,30207654.605302,10,1,March,Wednesday,10,3
456,2021-03-11,231.373,235.524,230.729,233.508,30370917.761401,10,1,March,Thursday,11,3
455,2021-03-12,230.432,232.228,229.676,232.159,23004614.944394,10,1,March,Friday,12,3
454,2021-03-15,231.373,231.592,228.277,231.225,26446126.164332,11,1,March,Monday,15,3
453,2021-03-16,232.684,236.388,232.346,234.084,28527404.539838,11,1,March,Tuesday,16,3
452,2021-03-17,232.556,234.918,229.676,233.419,30020079.560555,11,1,March,Wednesday,17,3
451,2021-03-18,229.012,230.609,226.817,227.204,35392187.019506,11,1,March,Thursday,18,3
450,2021-03-19,227.503,228.932,225.844,226.837,47150041.290089,11,1,March,Friday,19,3
449,2021-03-22,226.757,233.28,226.629,232.396,30593735.77764,12,1,March,Monday,22,3
448,2021-03-23,233.866,237.37,233.449,233.955,32128521.455333,12,1,March,Tuesday,23,3
447,2021-03-24,234.223,234.371,231.732,231.87,26017036.841946,12,1,March,Wednesday,24,3
446,2021-03-25,231.712,233.319,228.048,228.792,34589545.165441,12,1,March,Thursday,25,3
445,2021-03-26,228.028,233.091,228.028,232.873,25874590.287221,12,1,March,Friday,26,3
444,2021-03-29,232.972,233.181,228.346,231.652,25618281.979561,13,1,March,Monday,29,3
443,2021-03-30,229.964,230.272,227.582,228.317,25176092.884561,13,1,March,Tuesday,30,3
442,2021-03-31,229.359,235.454,228.842,232.179,44299292.041835,13,1,March,Wednesday,31,3
441,2021-04-01,234.838,239.137,234.421,238.65,30807981.778119,13,2,April,Thursday,1,4
440,2021-04-05,239.057,246.146,238.998,245.283,37482434.282006,14,2,April,Monday,5,4
439,2021-04-06,243.833,245.6,243.109,244.081,23287187.263678,14,2,April,Tuesday,6,4
438,2021-04-07,244.032,247.1,243.416,246.086,23071814.108601,14,2,April,Wednesday,7,4
437,2021-04-08,248.916,250.266,248.152,249.392,23991201.579421,14,2,April,Thursday,8,4
436,2021-04-09,249.015,252.073,248.588,251.944,24703708.335218,14,2,April,Friday,9,4
435,2021-04-12,250.822,253.741,250.732,252.004,27569259.671792,15,2,April,Monday,12,4
434,2021-04-13,253.324,255.241,252.907,254.545,24206763.097242,15,2,April,Tuesday,13,4
433,2021-04-14,253.542,254.882,251.269,251.696,23428356.577982,15,2,April,Wednesday,14,4
432,2021-04-15,253.998,255.965,253.801,255.548,26024505.878005,15,2,April,Thursday,15,4
431,2021-04-16,255.518,257.017,253.671,256.768,25264004.899538,15,2,April,Friday,16,4
430,2021-04-19,256.223,257.483,253.89,254.794,23568820.791108,16,2,April,Monday,19,4
429,2021-04-20,253.89,256.233,252.917,254.327,20028425.174561,16,2,April,Tuesday,20,4
428,2021-04-21,254.991,256.71,253.324,256.61,24402665.386911,16,2,April,Wednesday,21,4
427,2021-04-22,256.243,257.782,251.746,253.244,26002847.184367,16,2,April,Thursday,22,4
426,2021-04-23,253.949,257.513,253.344,257.166,21832356.030517,16,2,April,Friday,23,4
425,2021-04-26,257.663,258.427,256.203,257.553,20069522.500413,17,2,April,Monday,26,4
424,2021-04-27,257.583,259.171,256.153,257.97,31494689.88907,17,2,April,Tuesday,27,4
423,2021-04-28,252.162,252.619,249.095,250.673,47629748.818817,17,2,April,Wednesday,28,4
422,2021-04-29,251.567,252.182,245.213,248.658,41217834.695149,17,2,April,Thursday,29,4
421,2021-04-30,245.928,249.224,245.789,248.33,31424503.11044,17,2,April,Friday,30,4
420,2021-05-03,249.542,250.475,247.278,248.013,19930625.62648,18,2,May,Monday,3,5
419,2021-05-04,247.14,247.367,242.007,244.012,33263513.757332,18,2,May,Tuesday,4,5
418,2021-05-05,245.273,245.7,242.066,242.701,22240623.715093,18,2,May,Wednesday,5,5
417,2021-05-06,242.681,246.047,240.964,245.918,26901488.56393,18,2,May,Thursday,6,5
416,2021-05-07,248.3,250.425,247.328,248.608,27451709.232405,18,2,May,Friday,7,5
415,2021-05-10,247.04,247.883,243.346,243.406,29753808.173238,19,2,May,Monday,10,5
414,2021-05-11,240.824,242.831,238.87,242.463,34162769.582209,19,2,May,Tuesday,11,5
413,2021-05-12,238.472,240.657,234.441,235.355,37252689.150328,19,2,May,Wednesday,12,5
412,2021-05-13,238.105,241.847,237.728,239.327,30083242.524157,19,2,May,Thursday,13,5
411,2021-05-14,241.827,245.382,241.738,244.369,24271360.438099,19,2,May,Friday,14,5
410,2021-05-17,242.781,242.821,239.813,241.441,25357008.752315,20,2,May,Monday,17,5
409,2021-05-18,242.503,242.642,239.197,239.375,20480420.212386,20,2,May,Tuesday,18,5
408,2021-05-19,236.198,240.08,235.504,239.971,26078354.455033,20,2,May,Wednesday,19,5
407,2021-05-20,240.794,244.736,240.697,243.277,22087453.578725,20,2,May,Thursday,20,5
406,2021-05-21,244.349,245.113,241.56,241.987,22150616.542326,20,2,May,Friday,21,5
405,2021-05-24,244.568,247.893,244.3,247.516,21693166.035951,21,2,May,Monday,24,5
404,2021-05-25,248.499,249.472,247.556,248.449,17937161.559075,21,2,May,Tuesday,25,5
403,2021-05-26,248.162,249.661,247.487,248.221,18005343.835782,21,2,May,Wednesday,26,5
402,2021-05-27,247.903,248.211,246.017,246.077,24747514.256885,21,2,May,Thursday,27,5
401,2021-05-28,247.735,248.807,246.325,246.434,18515307.256095,21,2,May,Friday,28,5
400,2021-06-01,247.963,248.022,243.753,244.19,23518627.660047,22,2,June,Tuesday,1,6
399,2021-06-02,244.906,246.037,242.642,244.091,19661955.887868,22,2,June,Wednesday,2,6
398,2021-06-03,242.036,243.138,239.852,242.513,25640575.264261,22,2,June,Thursday,3,6
397,2021-06-04,244.548,248.38,244.3,247.526,25613608.166033,22,2,June,Friday,4,6
396,2021-06-07,246.732,250.792,246.563,250.525,23382720.415113,23,2,June,Monday,7,6
395,2021-06-08,251.845,252.679,249.234,249.293,22750341.357279,23,2,June,Tuesday,8,6
394,2021-06-09,250.525,252.202,249.929,250.306,18173562.845882,23,2,June,Wednesday,9,6
393,2021-06-10,250.812,254.118,250.385,253.9,24886697.200439,23,2,June,Thursday,10,6
392,2021-06-11,254.634,255.131,253.274,254.545,19249628.835078,23,2,June,Friday,11,6
391,2021-06-14,254.555,256.58,253.463,256.521,19402387.998187,24,2,June,Monday,14,6
390,2021-06-15,256.411,256.62,254.337,255.011,18276191.32975,24,2,June,Tuesday,15,6
389,2021-06-16,256.034,257.196,251.119,254.038,27577971.7005,24,2,June,Wednesday,16,6
388,2021-06-17,252.738,258.347,252.679,257.503,27928097.749155,24,2,June,Thursday,17,6
387,2021-06-18,256.263,258.893,255.398,256.064,37691525.992868,24,2,June,Friday,18,6
386,2021-06-21,256.451,260.104,254.575,259.22,27047244.057759,25,2,June,Monday,21,6
385,2021-06-22,259.31,262.339,258.993,262.06,25018882.518437,25,2,June,Tuesday,22,6
384,2021-06-23,262.537,263.361,260.997,261.832,19775404.652969,25,2,June,Wednesday,23,6
383,2021-06-24,262.696,264.373,262.021,263.222,21728950.928065,25,2,June,Thursday,24,6
382,2021-06-25,262.765,263.779,261.326,261.584,25947968.152328,25,2,June,Friday,25,6
381,2021-06-28,262.726,265.416,262.457,265.237,19847685.582101,26,2,June,Monday,28,6
380,2021-06-29,265.376,268.115,264.503,267.878,20200046.801491,26,2,June,Tuesday,29,6
379,2021-06-30,267.173,267.838,266.111,267.381,21941297.184511,26,2,June,Wednesday,30,6
378,2021-07-01,266.111,268.305,266.101,268.067,16945306.810956,26,3,July,Thursday,1,7
377,2021-07-02,269.278,274.391,268.959,274.044,26822617.960639,26,3,July,Friday,2,7
376,2021-07-06,274.421,275.751,270.747,274.054,31980732.248247,27,3,July,Tuesday,6,7
375,2021-07-07,275.781,277.051,273.547,276.296,23565963.116759,27,3,July,Wednesday,7,7
374,2021-07-08,273.308,275.115,271.293,273.814,24942392.135268,27,3,July,Thursday,8,7
373,2021-07-09,272.137,274.441,271.74,274.331,24231233.13001,27,3,July,Friday,9,7
372,2021-07-12,275.532,276.138,272.991,273.715,19180698.143835,28,3,July,Monday,12,7
371,2021-07-13,273.914,279.176,273.784,277.329,26463677.139962,28,3,July,Tuesday,13,7
370,2021-07-14,278.69,279.98,276.903,278.847,23417668.251399,28,3,July,Wednesday,14,7
369,2021-07-15,278.343,278.847,276.198,277.379,22901534.188485,28,3,July,Thursday,15,7
368,2021-07-16,278.41,280.417,275.84,277.1,26531275.189977,28,3,July,Friday,16,7
367,2021-07-19,275.314,276.723,270.896,273.417,33368825.65483,29,3,July,Monday,19,7
366,2021-07-20,274.421,277.319,272.674,275.701,26605127.48745,29,3,July,Tuesday,20,7
365,2021-07-21,275.284,277.866,273.685,277.746,24684776.368566,29,3,July,Wednesday,21,7
364,2021-07-22,280.158,282.699,279.742,282.422,23691621.212415,29,3,July,Thursday,22,7
363,2021-07-23,283.643,286.224,282.779,285.906,23067532.12987,29,3,July,Friday,23,7
362,2021-07-26,285.251,285.926,282.919,285.301,23480900.71783,30,3,July,Monday,26,7
361,2021-07-27,285.678,285.808,279.275,282.819,34046057.205937,30,3,July,Tuesday,27,7
360,2021-07-28,285.241,286.383,280.148,282.502,34008346.380318,30,3,July,Wednesday,28,7
359,2021-07-29,282.522,284.874,282.362,282.779,18407255.536873,30,3,July,Thursday,29,7
358,2021-07-30,281.469,282.939,280.228,281.21,21220327.199993,30,3,July,Friday,30,7
357,2021-08-02,282.639,283.056,280.059,281.122,16481315.987504,31,3,August,Monday,2,8
356,2021-08-03,281.707,283.504,280.317,283.395,18114205.414071,31,3,August,Tuesday,3,8
355,2021-08-04,282.502,283.862,280.952,282.789,16404260.516106,31,3,August,Wednesday,4,8
354,2021-08-05,283.156,285.866,282.382,285.758,14082990.881505,31,3,August,Thursday,5,8
353,2021-08-06,284.756,285.738,283.892,285.698,16807530.040609,31,3,August,Friday,6,8
352,2021-08-09,285.986,287.762,284.079,284.586,16329619.5126,32,3,August,Monday,9,8
351,2021-08-10,285.053,285.499,281.499,282.719,18861436.388352,32,3,August,Tuesday,10,8
350,2021-08-11,283.484,284.914,282.144,283.226,14139491.646253,32,3,August,Wednesday,11,8
349,2021-08-12,282.909,286.204,282.62,286.045,14762031.52078,32,3,August,Thursday,12,8
348,2021-08-13,285.718,289.103,285.549,289.053,18489070.44123,32,3,August,Friday,13,8
347,2021-08-16,289.391,290.99,286.254,290.771,22812173.694227,33,3,August,Monday,16,8
346,2021-08-17,288.598,289.629,287.296,289.282,20339293.204152,33,3,August,Tuesday,17,8
345,2021-08-18,288.805,291.545,287.048,287.505,22057657.010194,33,3,August,Wednesday,18,8
344,2021-08-19,285.499,294.176,285.44,293.481,30185287.78862,33,3,August,Thursday,19,8
343,2021-08-20,296.39,302.446,294.762,300.977,41275489.811256,33,3,August,Friday,20,8
342,2021-08-23,299.885,302.009,298.505,301.265,23086238.464145,34,3,August,Monday,23,8
341,2021-08-24,301.632,302.258,298.653,299.27,18379648.811147,34,3,August,Tuesday,24,8
340,2021-08-25,300.917,301.205,297.086,298.663,20230460.837197,34,3,August,Wednesday,25,8
339,2021-08-26,297.65,299.08,295.626,295.764,17864241.002447,34,3,August,Thursday,26,8
338,2021-08-27,295.666,297.532,293.541,296.39,22859289.562286,34,3,August,Friday,27,8
337,2021-08-30,297.78,300.838,297.72,300.222,16531445.659458,35,3,August,Monday,30,8
336,2021-08-31,301.036,301.115,298.157,298.535,26580175.971305,35,3,August,Tuesday,31,8
335,2021-09-01,299.507,301.801,298.147,298.485,19196764.377838,35,3,September,Wednesday,1,9
334,2021-09-02,298.853,300.004,296.846,297.81,16473273.804916,35,3,September,Thursday,2,9
333,2021-09-03,297.63,299.25,296.926,297.8,14917076.218996,35,3,September,Friday,3,9
332,2021-09-07,297.67,297.75,294.901,296.846,17376833.768846,36,3,September,Tuesday,7,9
331,2021-09-08,296.45,297.273,294.166,296.876,15215595.912372,36,3,September,Wednesday,8,9
330,2021-09-09,297.483,298.793,293.71,293.958,20150516.465539,36,3,September,Thursday,9,9
329,2021-09-10,295.109,296.589,292.101,292.43,19853586.27168,36,3,September,Friday,10,9
328,2021-09-13,294.256,295.229,290.81,293.7,23918259.869756,37,3,September,Monday,13,9
327,2021-09-14,296.231,298.048,294.801,296.46,22098558.922291,37,3,September,Tuesday,14,9
326,2021-09-15,299.905,301.929,298.475,301.433,28674371.800407,37,3,September,Wednesday,15,9
325,2021-09-16,300.391,301.919,297.423,301.831,19770112.364979,37,3,September,Thursday,16,9
324,2021-09-17,300.788,301.115,296.202,296.539,41836523.709952,37,3,September,Friday,17,9
323,2021-09-20,293.044,295.398,286.304,291.03,38708026.041763,38,3,September,Monday,20,9
322,2021-09-21,292.41,294.246,290.8,291.525,22614956.894504,38,3,September,Tuesday,21,9
321,2021-09-22,293.431,296.886,291.237,295.268,26925004.695532,38,3,September,Wednesday,22,9
320,2021-09-23,295.526,297.562,294.236,296.231,18813285.028849,38,3,September,Thursday,23,9
319,2021-09-24,294.931,296.469,293.64,296.023,15167218.920491,38,3,September,Friday,24,9
318,2021-09-27,292.857,293.184,289.699,290.9,23836141.771894,39,3,September,Monday,27,9
317,2021-09-28,286.581,287.555,279.613,280.377,43670649.012961,39,3,September,Tuesday,28,9
316,2021-09-29,281.935,283.593,279.87,280.854,26649300.061728,39,3,September,Wednesday,29,9
315,2021-09-30,282.542,284.636,278.5,278.798,32706427.41795,39,3,September,Thursday,30,9
314,2021-10-01,278.997,286.761,278.173,285.886,30423752.000019,39,4,October,Friday,1,10
313,2021-10-04,284.219,284.556,277.14,279.97,31702402.623484,40,4,October,Monday,4,10
312,2021-10-05,280.893,287.178,280.893,285.559,25273366.628619,40,4,October,Tuesday,5,10
311,2021-10-06,282.611,290.374,282.342,289.858,28316658.863068,40,4,October,Wednesday,6,10
310,2021-10-07,291.903,293.352,290.652,291.575,20659635.779013,40,4,October,Thursday,7,10
309,2021-10-08,292.934,293.352,290.493,291.575,17884077.513182,40,4,October,Friday,8,10
308,2021-10-11,289.679,294.673,289.5,290.96,19515103.458062,41,4,October,Monday,11,10
307,2021-10-12,292.061,292.161,289.113,289.639,18175755.710547,41,4,October,Tuesday,12,10
306,2021-10-13,291.634,293.987,290.235,293.024,23686767.094443,41,4,October,Wednesday,13,10
305,2021-10-14,295.883,299.915,294.534,299.398,27568705.663722,41,4,October,Thursday,14,10
304,2021-10-15,298.991,301.066,297.183,300.828,25669539.813402,41,4,October,Friday,15,10
303,2021-10-18,300.202,304.799,299.338,303.886,22984246.585912,42,4,October,Monday,18,10
302,2021-10-19,304.918,305.871,303.816,304.819,17880476.460733,42,4,October,Tuesday,19,10
301,2021-10-20,305.781,306.258,302.714,304.004,16722562.326696,42,4,October,Wednesday,20,10
300,2021-10-21,303.766,307.568,302.962,307.311,17107867.887738,42,4,October,Thursday,21,10
299,2021-10-22,306.954,307.638,304.392,305.731,17645058.286428,42,4,October,Friday,22,10
298,2021-10-25,305.931,305.961,303.062,304.719,17751374.449461,43,4,October,Monday,25,10
297,2021-10-26,307.548,308.928,305.166,306.665,28422623.4828,43,4,October,Tuesday,26,10
296,2021-10-27,312.493,322.48,312.493,319.581,53178567.727921,43,4,October,Wednesday,27,10
295,2021-10-28,320.722,321.269,317.794,320.752,26592922.186043,43,4,October,Thursday,28,10
294,2021-10-29,320.535,328.318,320.305,327.94,35155944.884108,43,4,October,Friday,29,10
293,2021-11-01,327.682,327.811,322.748,325.717,27376856.698545,44,4,November,Monday,1,11
292,2021-11-02,326.649,329.747,326.341,329.43,26784210.09214,44,4,November,Tuesday,2,11
291,2021-11-03,330.193,331.187,326.987,330.293,21741243.863475,44,4,November,Wednesday,3,11
290,2021-11-04,329.19,332.815,325.855,332.715,24261317.782737,44,4,November,Thursday,4,11
289,2021-11-05,334.75,335.029,330.71,332.338,22823262.921195,44,4,November,Friday,5,11
288,2021-11-08,333.559,333.896,330.73,333.252,21131398.83203,45,4,November,Monday,8,11
287,2021-11-09,333.371,334.959,330.82,332.229,21546371.021528,45,4,November,Tuesday,9,11
286,2021-11-10,330.86,330.918,326.263,327.136,25786977.436601,45,4,November,Wednesday,10,11
285,2021-11-11,327.583,330.074,326.848,328.745,17038845.533341,45,4,November,Thursday,11,11
284,2021-11-12,330.213,333.489,330.084,332.994,24098357.820145,45,4,November,Friday,12,11
283,2021-11-15,333.787,334.125,330.323,332.348,16910587.628909,46,4,November,Monday,15,11
282,2021-11-16,331.96,336.895,331.792,335.743,21121116.442268,46,4,November,Tuesday,16,11
281,2021-11-17,335.793,339.01,334.859,335.972,19231913.671603,46,4,November,Wednesday,17,11
280,2021-11-18,335.039,339.268,333.986,338.106,22674020.198394,46,4,November,Thursday,18,11
279,2021-11-19,339.455,341.898,339.019,339.922,22169204.016686,46,4,November,Friday,19,11
278,2021-11-22,341.422,346.426,336.399,336.676,31321879.663009,47,4,November,Monday,22,11
277,2021-11-23,333.916,336.299,330.463,334.542,30712674.259062,47,4,November,Tuesday,23,11
276,2021-11-24,333.162,335.019,330.81,334.77,21864276.968172,47,4,November,Wednesday,24,11
275,2021-11-26,331.246,334.79,325.071,326.621,24444161.598573,47,4,November,Friday,26,11
274,2021-11-29,331.832,335.882,331.633,333.509,28831125.865339,48,4,November,Monday,29,11
273,2021-11-30,332.209,334.642,325.934,327.523,43287454.726306,48,4,November,Tuesday,30,11
272,2021-12-01,332.02,336.131,326.331,327.017,33714120.753122,48,4,December,Wednesday,1,12
271,2021-12-02,327.235,330.393,324.764,326.431,31054262.539728,48,4,December,Thursday,2,12
270,2021-12-03,328.903,329.608,315.074,320.008,42170757.785322,48,4,December,Friday,3,12
269,2021-12-06,320.942,324.406,316.266,323.165,30313965.731898,49,4,December,Monday,6,12
268,2021-12-07,328.566,332.685,327.037,331.812,31312616.648093,49,4,December,Tuesday,7,12
267,2021-12-08,332.199,332.387,327.731,331.862,24993002.283312,49,4,December,Wednesday,8,12
266,2021-12-09,331.306,333.361,329.033,330.006,22422308.143133,49,4,December,Thursday,9,12
265,2021-12-10,331.872,339.814,331.683,339.358,38452656.525958,49,4,December,Friday,10,12
264,2021-12-13,337.521,340.598,335.932,336.249,29170223.124268,50,4,December,Monday,13,12
263,2021-12-14,330.124,331.534,321.1,325.29,44855097.111645,50,4,December,Tuesday,14,12
262,2021-12-15,325.558,332.08,321.488,331.544,35712649.461566,50,4,December,Wednesday,15,12
261,2021-12-16,332.597,333.639,320.018,321.885,35363113.683327,50,4,December,Thursday,16,12
260,2021-12-17,317.903,321.905,314.309,320.792,48433328.457449,50,4,December,Friday,17,12
259,2021-12-20,317.079,319.799,314.617,316.94,28591956.552761,51,4,December,Monday,20,12
258,2021-12-21,320.285,324.684,316.831,324.247,24972420.379902,51,4,December,Tuesday,21,12
257,2021-12-22,325.25,330.511,322.728,330.104,25064168.145292,51,4,December,Wednesday,22,12
256,2021-12-23,329.657,333.272,329.637,331.584,19801670.679168,51,4,December,Thursday,23,12
255,2021-12-27,332.348,339.298,332.318,339.268,20133935.507676,52,4,December,Monday,27,12
